"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"clavier";-1,674;-1,793;-2,337;-2,032;-3,933;49,988
"botanique";-1,534;-0,148;-0,418;-0,257;5,295;-0,01
"avancer";-0,17;-0,23;5,678;0,047;0,001;-2,888
"appuyer";-0,433;-0,531;0,152;-0,016;0,608;0,004
"altération";4,171;-1,943;-2,532;-2,202;-0,603;9,899
"alinéa";-1,395;-1,494;-1,947;-1,693;23,005;-0,564
"agrandir";0,055;-0,423;-0,859;-0,608;-2,316;12,799
"acteur";-2,093;-2,242;-2,923;1,807;-4,918;27,994
"accumuler";0,001;-0,002;2,644;-1,354;0,001;-0,243
"érudit";3,49;3,015;-2,727;2,254;-4,589;-0,233
"élaboré";-2,093;0,655;-0,096;-0,016;6,649;-3,611
"volant";1,428;-1,943;-0,705;-0,483;5,969;-1,138
"verticale";-2,093;0,002;-2,923;-0,739;3,917;1,873
"ultime";-1,674;0,144;15,584;-0,365;-0,413;-2,888
"trace";-2,093;-0,531;0,152;7,916;-1,037;0,004
"tenter";0,564;2,565;-0,29;5,275;-3,277;-2,406
"séparé";-0,338;-2,092;-0,041;-2,371;0,116;8,415
"synoptique";-1,115;-0,002;-1,558;-1,354;6,171;0,162
"synonyme";-1,953;-0,423;-0,859;0;7,964;-0,233
"statique";-1,534;-1,643;18,114;-1,863;-0,249;-0,01
"st";8,349;-1,943;-0,705;2,796;-0,018;-3,129
"risque";12,258;0,021;0,272;-0,608;-0,812;-3,37
"remettre";31,951;-0,531;-1,019;-0,739;-0,176;-3,611
"reconstitution";-0,338;-2,092;-2,727;5,116;-4,589;12,799
"raconter";-1,953;-0,423;-2,727;36,767;-2,316;-0,233
"pseudonyme";-0,249;-1,943;-0,705;0,78;9,53;-3,129
"primaire";5,979;-0,148;-2,142;-0,257;2,564;-2,647
"phonographe";-1,953;0,885;-0,859;-0,608;-4,589;18,098
"peintre";-0,249;-1,943;-0,705;10,564;-4,261;3,034
"partager";0,846;-0,531;-0,096;12,59;-2,618;-1,554
"narration";-1,255;-1,344;-1,752;29,183;-0,89;-0,394
"mériter";-0,338;0,885;0,272;9,133;-2,316;-3,37
"mélodie";-1,674;-1,793;2,562;0,047;-1,724;3,82
"marchand";31,951;-2,242;-2,923;-0,739;0,033;-1,554
"législation";10,799;9,706;-2,923;-2,541;-0,176;-3,611
"jeter";7,208;0,021;-2,727;5,116;-4,589;-0,233
"intime";-0,338;-2,092;-0,859;36,767;-2,316;-1,344
"insuffisant";-0,101;-1,643;0,029;0,123;2,564;-0,746
"instruire";-1,534;-0,148;-0,418;21,518;-1,437;-0,746
"idéologique";-1,395;-0,079;-0,29;-1,693;11,077;-0,564
"hebdomadaire";63,565;-0,323;-2,532;-2,202;-2,017;-3,129
"géométrie";-0,836;-0,896;0,001;-1,015;0,243;3,603
"gothique";-1,674;-1,793;-0,557;0,047;-3,933;23,793
"fruit";-2,093;0,655;3,203;0,372;-0,176;-1,554
"fortement";0,221;0,144;-2,337;0,047;-1,724;3,82
"formidable";1,106;-0,423;3,883;5,116;-4,589;-3,37
"fameux";16,605;-0,531;-2,923;1,807;-1,037;-1,554
"face";-0,101;-1,643;-0,418;-1,863;0,812;4,793
"explicite";-0,557;-0,597;0,223;0,359;0;0,081
"exception";-0,101;-0,148;-0,418;-1,863;13,697;-2,647
"espagne";45,791;-2,092;-2,727;-2,371;-2,316;0,038
"entourer";-2,093;-2,242;-2,923;4,322;-2,618;15,868
"empêcher";9,704;-1,793;-0,557;0,047;-0,413;-0,057
"dérouler";-1,953;-2,092;0,272;-0,608;-4,589;24,313
"dépenser";18,641;0,021;-0,041;-2,371;-0,812;-1,344
"commenter";4,171;-1,943;-2,532;0,78;1,335;-1,138
"codification";-1,674;1,535;0,001;-2,032;7,334;-2,888
"clé";-1,813;-0,323;-0,705;2,796;-0,018;1,081
"chicago";13,31;-0,079;-1,947;-0,161;-1,158;0,002
"ch";-0,046;-1,494;-0,29;5,275;-0,117;0,002
"canon";-0,101;-1,643;-2,142;4,268;-3,605;8,717
"calendrier";-0,101;0,263;-2,142;-1,863;13,697;-2,647
"bénéfice";45,791;0,021;-0,859;-2,371;-4,589;-1,344
"budget";29,497;3,645;-2,532;-2,202;-2,017;-3,129
"bretagne";39,418;-0,323;-2,532;-2,202;-2,017;-0,133
"bleu";-0,338;-0,423;-2,727;-2,371;-2,316;31,444
"bibliophile";-0,338;0,885;-0,041;-0,608;-0,079;0,758
"autrement";-0,17;-1,793;0,67;3,457;-1,724;0,243
"astronomique";-1,674;-1,793;0,67;-2,032;1,871;1,498
"associer";-0,101;0,263;0,975;0,123;-1,437;-0,01
"annales";10,799;-2,242;-2,923;7,916;-2,618;-0,351
"amplifier";-0,046;-0,079;0,101;-0,161;-1,158;2,725
"abandonner";-0,433;-0,531;-2,923;12,59;-2,618;1,873
"1er";8,349;0,066;-2,532;-2,202;3,237;-3,129
"équation";-0,976;-1,045;-0,021;4,563;-0,406;0,379
"énoncer";-1,115;-1,195;-0,084;0,718;2,768;-0,243
"éclairage";-1,255;-0,028;-1,752;-1,524;-2,949;27,86
"échelon";-1,534;16,837;-2,142;-1,863;2,564;-2,647
"von";18,857;-1,195;-1,558;-1,354;0,711;-1,925
"verbe";-0,418;-0,448;5,588;0,863;-0,982;-0,721
"vague";-1,674;-1,793;39,623;-2,032;-1,724;-0,938
"usine";-0,249;12,677;-0,705;-0,483;-4,261;1,081
"user";-1,255;-0,028;-1,752;6,543;-2,949;3,623
"uniquement";-0,101;-0,148;0,975;-0,257;0,04;-0,01
"unification";-0,17;4,404;-0,557;-2,032;0,487;-0,057
"télégraphique";26,358;-2,092;-0,859;-2,371;-2,316;0,758
"trust";29,497;0,066;-0,008;-2,202;-4,261;-1,138
"tourner";1,106;-2,092;-0,859;9,133;-0,812;-0,233
"terrain";-0,249;0,066;-2,532;0,009;-4,261;14,81
"terminer";-0,046;-1,494;-0,29;1,952;1,268;-0,564
"tentative";-0,101;-0,148;-0,418;4,268;-0,249;-0,01
"talent";0,055;-2,092;3,883;5,116;-4,589;-0,233
"syndicat";23,801;8,749;-2,337;-2,032;-3,933;-2,888
"spécialisé";0,121;1,174;-0,705;-2,202;5,969;-3,129
"souverain";8,349;-0,323;-2,532;-0,483;-4,261;5,974
"soutenir";1,106;-0,423;-2,727;2,254;-0,079;0,038
"sensation";-1,395;-1,494;1,381;5,275;-3,277;0,723
"sectionnement";-1,534;-1,643;-2,142;-0,257;26,018;-2,647
"réglementation";15,975;14,572;-2,337;-2,032;-3,933;-2,888
"représentatif";-1,674;-1,793;15,584;-2,032;-1,724;1,498
"rencontrer";-0,249;0,066;-2,532;0,78;1,335;-0,133
"reconstituer";1,106;-2,092;0,272;0;-0,812;0,758
"rationalisation";-1,953;6,412;7,262;-2,371;-2,316;-0,233
"prétendre";-1,813;-1,943;2,004;31,553;-4,261;-3,129
"présider";-1,953;0,885;3,883;-0,608;0,922;-3,37
"propos";-1,395;-0,079;4,13;0,248;-0,117;-0,564
"pliage";-0,836;-0,896;-1,168;-1,015;5,703;0,748
"perfection";-1,953;-0,423;-0,041;5,116;-4,589;4,947
"perception";-1,674;-1,793;30,386;-0,365;-3,933;-0,057
"pauvre";0,055;-0,423;-0,859;28,124;-2,316;-3,37
"parlement";-0,338;3,015;-0,859;2,254;-4,589;0,758
"ouvrier";7,208;3,015;-0,859;0,549;-4,589;-1,344
"ornement";-1,674;-1,793;-2,337;0,047;-3,933;31,456
"orient";-1,953;-2,092;-2,727;28,124;-4,589;2,395
"opéra";-1,534;-1,643;-0,418;8,547;-1,437;2,034
"opposé";0,055;-2,092;-0,859;2,254;-0,812;2,395
"opposition";-1,813;1,174;0,441;0,009;-0,018;-0,133
"naturellement";-0,249;-1,943;-2,532;6,058;1,335;-0,133
"mystique";-1,674;-1,793;-2,337;57,874;-3,933;-0,938
"mur";-1,813;-0,323;-2,532;2,796;-4,261;14,81
"mourir";-1,534;-1,643;-0,418;52,009;-3,605;-2,647
"mixte";0,055;11,075;-0,041;-2,371;-2,316;0,038
"ministre";57,507;-0,423;-2,727;-0,608;-2,316;-3,37
"millimètre";-1,813;-1,943;-2,532;-2,202;-2,017;44,317
"messagerie";77,793;-1,943;-2,532;-2,202;-4,261;-1,138
"marine";4,988;-1,793;-2,337;-2,032;0,001;3,82
"juin";21,012;0,066;-2,532;-0,483;-4,261;0,114
"jouir";1,827;-0,23;0,001;12,261;-3,933;-2,888
"iv";-0,249;-0,323;-2,532;2,796;1,335;-0,133
"intervalle";-1,674;-1,793;0,001;-2,032;4,153;1,498
"instituer";8,349;7,479;-2,532;0,78;-4,261;-3,129
"inférieur";1,428;-0,323;-0,705;6,058;-2,017;-0,133
"géométrique";-0,697;-0,746;-0,973;0,124;-1,637;11,767
"graduellement";-0,338;11,075;1,553;-2,371;-0,812;-1,344
"foi";0,055;-0,423;-0,859;14,307;-0,812;-1,344
"fixation";-0,249;-0,323;8,52;-2,202;-2,017;1,081
"faveur";0,121;7,479;-0,008;2,796;-4,261;-3,129
"excellence";-1,953;6,412;-0,041;0,549;0,116;-3,37
"européen";26,358;-2,092;-2,727;5,116;-4,589;-1,344
"entente";-1,813;59,122;-2,532;-2,202;-0,603;-3,129
"engager";-1,813;3,645;-0,008;2,796;-0,018;-3,129
"emporter";0,221;-1,793;0,67;0,047;0,001;-0,057
"définitif";0,364;-0,148;-2,142;-1,863;2,564;0,439
"défense";1,428;7,479;-2,532;6,058;-4,261;-3,129
"décoration";-1,953;-0,423;-0,859;-0,608;-2,316;24,313
"débit";13,31;-1,494;0,101;-0,161;-3,277;0,002
"doute";-0,338;-0,423;7,262;0;0,116;-3,37
"domicile";8,349;12,677;-2,532;-0,483;-4,261;-1,138
"doigt";-1,813;-1,943;-2,532;-2,202;-0,603;35,462
"discipline";-1,953;-2,092;39,903;-2,371;-0,079;-3,37
"corporation";39,418;0,066;-2,532;-2,202;-4,261;-0,133
"constitué";-0,249;12,677;-0,705;-2,202;0,262;-1,138
"composant";-1,813;-0,323;-0,705;-2,202;5,969;1,081
"civilisé";-0,046;-1,494;0,101;16,774;-1,158;-2,406
"cire";-1,953;-2,092;-2,727;-2,371;-4,589;58,332
"chercheur";-0,338;0,885;11,692;-2,371;-0,079;-3,37
"cahier";-0,338;-2,092;-0,859;-0,608;0,922;4,947
"bâtiment";0,364;16,837;-2,142;-0,257;-1,437;-0,746
"bibliophilie";0,121;-1,943;13,473;0,78;-2,017;-3,129
"biblion";-0,976;-1,045;0,776;1,126;-2,293;2,472
"avril";45,791;0,021;-2,727;-0,608;-2,316;-3,37
"assimiler";-1,813;-0,323;44,588;-0,483;-4,261;-3,129
"armoirie";-0,046;-1,494;-1,947;0,248;0,154;2,725
"arithmétique";0,608;-0,597;-0,778;-0,677;-1,31;7,924
"archéologie";0,055;-2,092;-0,041;0;-0,812;4,947
"apprécier";-1,674;-1,793;22,373;3,457;-3,933;-2,888
"apparent";-1,255;-1,344;-1,752;0,438;1,898;1,123
"apparence";-0,101;-0,148;6,874;-0,257;-1,437;-0,01
"ami";-0,338;-2,092;-0,859;57,521;-4,589;-3,37
"air";-0,249;-0,323;-0,705;6,058;-4,261;3,034
"agréable";-0,046;-1,494;1,381;-0,161;-0,117;0,723
"addition";-1,674;-1,793;0,001;-2,032;7,334;0,243
"absence";-1,534;-1,643;-2,142;0,123;2,564;2,034
"évidence";-1,255;-1,344;-1,752;-1,524;27,524;-2,165
"épuiser";9,704;-0,23;-2,337;-0,365;0,001;-0,057
"éprouver";-1,674;-1,793;-0,557;57,874;-3,933;-2,888
"échantillon";0,121;-0,323;-0,705;-2,202;9,53;-1,138
"ère";-1,674;-1,793;0,67;1,077;-1,724;3,82
"xiv";33,182;-1,793;-2,337;-0,365;-3,933;0,243
"vignette";0,121;-1,943;-2,532;-2,202;5,969;1,081
"verset";-0,976;-1,045;-1,363;0;14,056;-1,684
"verser";-1,674;-0,23;-2,337;18,686;0,001;-0,938
"universitaire";15,975;8,749;-2,337;-2,032;-1,724;-2,888
"typique";-1,813;3,645;-2,532;-2,202;13,921;-3,129
"tiret";-1,813;-1,943;-2,532;-2,202;13,921;1,081
"suisse";44,118;-0,23;-2,337;-2,032;-1,724;-0,938
"suggérer";-1,395;-0,079;-0,29;-0,161;0,154;2,725
"succession";0,364;-1,643;0,029;-1,863;0,04;2,034
"sphère";-0,17;0,144;0,67;-2,032;0,001;0,243
"régner";1,827;-1,793;0,001;12,261;-1,724;-2,888
"réaction";-1,674;-1,793;22,373;1,077;-3,933;-0,938
"rue";15,975;-1,793;-0,557;-2,032;-3,933;3,82
"roubakine";-1,395;6,467;0,101;-0,161;-0,117;-0,564
"reporter";0,221;-1,793;-0,557;-0,365;1,871;0,243
"recours";-0,249;-1,943;19,557;-2,202;-2,017;0,114
"recette";1,827;1,535;-0,557;0,047;-0,413;-0,938
"raisonner";-1,674;-0,23;39,623;-2,032;-1,724;-2,888
"quantitatif";-0,557;-0,597;0,223;11,851;-1,31;-0,962
"pratiquement";2,947;0,436;-0,29;-0,161;-1,158;0,002
"plastique";-1,534;-1,643;-0,418;0,123;-3,605;20,062
"paysage";-1,674;-1,793;-0,557;-0,365;-3,933;31,456
"passion";-1,813;-1,943;2,004;23,312;-4,261;-1,138
"parisien";63,532;-1,643;-2,142;-1,863;-3,605;-0,746
"parfaire";-1,674;-1,793;-0,557;-2,032;-0,413;23,793
"parenthèse";-1,674;-1,793;-2,337;-2,032;36,711;-2,888
"orienter";0,121;12,677;-0,008;-2,202;-0,603;-1,138
"négatif";-1,534;-1,643;-2,142;-1,863;-3,605;45,817
"nécessairement";0,001;-0,002;2,644;-1,354;0,711;-1,925
"norme";-1,674;-0,23;15,584;-2,032;0,487;-2,888
"mêler";-1,395;-1,494;1,381;16,774;-3,277;-0,564
"moine";-1,813;-1,943;-2,532;16,315;-2,017;3,034
"miniature";-0,249;-1,943;-0,008;-0,483;-0,603;9,899
"milliard";21,012;0,066;-2,532;-2,202;-4,261;1,081
"mener";15,975;-0,23;-0,557;3,457;-3,933;-2,888
"luxe";4,988;-1,793;-2,337;-0,365;0,001;1,498
"lointain";-1,395;-0,079;-0,29;5,275;-3,277;2,725
"ln";-0,249;-1,943;2,004;0,009;-2,017;3,034
"lisible";-1,813;-1,943;-2,532;-2,202;-0,603;35,462
"italique";-1,534;-1,643;-2,142;-1,863;2,564;8,717
"inversement";-1,115;-1,195;0,446;-0,025;0,001;1,683
"indirect";2,947;-0,079;8,347;-1,693;-3,277;-0,564
"indexation";-1,674;-1,793;-2,337;-2,032;36,711;-2,888
"ignorance";-0,101;-1,643;0,975;1,46;0,04;-0,746
"identique";0,121;-1,943;4,697;0,009;-0,603;-0,133
"iconographie";-1,395;0,436;0,101;-1,693;3,46;-0,564
"hachette";56,61;-1,793;-0,557;-2,032;-1,724;-2,888
"généralisation";-1,395;-1,494;21,188;-1,693;-1,158;0,002
"février";21,012;-0,323;-2,532;2,796;-4,261;-1,138
"fréquenter";1,428;0,066;-2,532;2,796;-0,603;-0,133
"frère";-1,674;-0,23;-2,337;3,457;-0,413;3,82
"fidèle";-0,249;-1,943;-2,532;6,058;-4,261;9,899
"favoriser";0,221;4,404;5,678;-0,365;-3,933;-2,888
"facture";-0,17;-1,793;-2,337;-2,032;4,153;3,82
"explicatif";-1,813;-0,323;2,004;-0,483;3,237;-1,138
"excellent";1,827;-1,793;2,562;-2,032;-0,413;0,243
"espéranto";-1,255;7,892;-1,752;-1,524;4,629;-2,165
"endroit";-0,249;-1,943;-2,532;10,564;-2,017;3,034
"emballage";-1,534;-0,148;-0,418;-1,863;-3,605;27,482
"efficient";-1,813;19,239;2,004;-2,202;-0,603;-3,129
"dépêcher";15,975;-1,793;-0,557;-2,032;-3,933;3,82
"découper";-0,17;-1,793;-2,337;-2,032;7,334;1,498
"dos";-1,813;-0,323;-2,532;-2,202;32,067;-3,129
"cérémonie";0,121;0,066;-2,532;10,564;-4,261;0,114
"corriger";-0,249;-1,943;-0,008;0,78;-4,261;9,899
"corpus";-1,534;-0,148;0,029;0,123;5,295;-2,647
"considérablement";4,171;0,066;-2,532;-0,483;0,262;-0,133
"confection";-0,249;1,174;-0,008;-2,202;-0,603;3,034
"conclure";9,704;-0,23;-2,337;0,047;-1,724;0,243
"comédie";-1,813;-1,943;-2,532;16,315;-2,017;3,034
"cicéron";-1,813;-1,943;-2,532;16,315;-2,017;3,034
"chronique";49,699;-1,643;-2,142;-1,863;-0,249;-2,647
"bruit";-1,674;-0,23;0,001;3,457;-3,933;3,82
"bouton";-1,534;-1,643;-2,142;-0,257;-1,437;27,482
"biologie";-0,01;0,68;1,921;-1,524;0,365;-2,165
"aveugle";0,221;-0,23;0,67;0,047;-3,933;1,498
"autoriser";1,827;21,871;-2,337;-2,032;-1,724;-0,938
"autodidaxie";-0,17;30,648;-2,337;-0,365;-1,724;-0,938
"aussitôt";-0,249;-1,943;-2,532;31,553;-0,603;-1,138
"assigner";-1,674;-0,23;0,67;-0,365;4,153;-0,938
"apercevoir";-1,674;-1,793;2,562;1,077;0,001;-0,057
"aménager";-1,813;19,239;-0,705;-0,483;0,262;-3,129
"altérer";-0,101;-1,643;6,874;1,46;-3,605;-0,01
"absolument";-1,813;-0,323;-0,705;6,058;-0,018;0,114
"équilibre";-1,674;-0,23;30,386;0,047;-3,933;-2,888
"épopée";-1,674;-1,793;-0,557;35,582;-3,933;-0,057
"échapper";-1,534;-1,643;0,975;8,547;-1,437;-0,01
"écarter";-0,976;0,011;0,776;-1,185;-0,406;2,472
"vérifier";-1,674;-0,23;5,678;1,077;-0,413;-0,938
"vulgarisation";-1,534;5,328;-0,418;-0,257;0,812;-0,746
"vulgaire";-0,836;-0,896;-1,168;23,012;-1,965;-0,028
"voisin";0,028;0,011;-0,021;0;1,249;-1,684
"verbal";-1,115;-0,002;0,446;0,718;0,001;-0,243
"variable";-0,101;-1,643;0,029;-1,863;0,04;4,793
"ultérieurement";-1,395;2,565;0,101;-0,161;-0,117;0,002
"témoin";-1,395;-0,079;-0,29;1,952;-3,277;6,008
"tiroir";-1,534;-0,148;-0,418;-1,863;13,697;-0,746
"théâtral";-1,674;-0,23;-0,557;-2,032;-0,413;17,197
"technologie";-1,674;-0,23;15,584;-2,032;0,001;-0,938
"taxonomie";-1,395;-1,494;-0,29;-1,693;23,005;-2,406
"subjectif";-1,674;-1,793;39,623;-0,365;-1,724;-2,888
"statut";4,988;21,871;-2,337;-2,032;-1,724;-2,888
"site";-0,101;-1,643;-2,142;-1,863;-1,437;27,482
"scientific";0,001;1,023;-0,084;-1,354;2,768;-1,925
"république";23,801;-0,23;-2,337;3,457;-3,933;-2,888
"réellement";0,564;-1,494;0,101;-1,693;-3,277;10,573
"route";-0,17;-1,793;0,001;-0,365;-3,933;17,197
"respect";-0,17;-1,793;15,584;0,047;-0,413;-2,888
"remise";11,33;1,99;-2,142;-1,863;0,04;-2,647
"relire";-1,674;-1,793;22,373;-2,032;-0,413;-0,057
"regarder";-1,534;-1,643;-2,142;14,297;-3,605;4,793
"redistribution";-1,674;0,144;-0,557;-2,032;4,153;0,243
"rarement";-1,395;-0,079;-1,947;-1,693;11,077;0,002
"rapprochement";-0,976;5,533;-0,021;0;0,058;-1,684
"quart";-1,255;-1,344;-0,177;0,438;-0,89;7,546
"publicitaire";-0,17;-1,793;-0,557;-0,365;-1,724;17,197
"préoccupation";-1,534;0,263;11,826;-1,863;0,04;-2,647
"préférable";-1,255;-1,344;-1,752;-1,524;4,629;3,623
"provisoire";-0,101;0,263;6,874;-1,863;-0,249;-0,746
"prof";0,564;-0,079;-1,947;1,952;-1,158;0,723
"preuve";-0,976;12,091;-0,021;-1,185;0,058;-1,684
"polonais";-1,674;4,404;-2,337;3,457;0,001;-0,938
"plat";-0,101;-1,643;-2,142;-1,863;2,564;4,793
"plaisir";-1,534;-1,643;0,975;8,547;-3,605;0,439
"photo";-0,17;-1,793;-2,337;-2,032;-1,724;31,456
"perte";1,827;-1,793;-0,557;0,047;-0,413;1,498
"pellicule";-1,674;-1,793;-2,337;-2,032;-3,933;49,988
"parer";9,704;-0,23;-2,337;0,047;0,487;-2,888
"oreille";-1,255;-1,344;1,921;-0,082;-2,949;7,546
"obscur";-1,395;-1,494;1,381;1,952;-3,277;2,725
"négliger";-1,674;-0,23;2,562;7,184;-1,724;-0,938
"nomenclature";-0,836;-0,896;0,001;0,023;2,075;-0,028
"napoléon";31,135;-0,079;-1,947;-0,161;-3,277;-0,564
"munir";-0,01;0,68;-0,177;-1,524;0,365;0,047
"multiplicité";-1,115;-0,002;-0,084;-0,025;2,768;-0,243
"moulage";-1,395;0,436;-1,947;-1,693;-3,277;23,547
"morceau";-1,395;-1,494;-1,947;0,248;1,268;2,725
"moeurs";-1,395;-1,494;1,381;24,95;-3,277;-2,406
"mobilier";-0,101;10,277;-0,418;-1,863;0,04;-0,746
"mince";-1,395;-1,494;-0,29;-1,693;6,73;0,723
"millésime";-1,534;-0,148;-2,142;-1,863;26,018;-2,647
"maurice";1,827;-0,23;-0,557;0,047;0,487;-0,938
"matin";37,562;-1,643;-0,418;-0,257;-3,605;-0,746
"légende";-0,17;-1,793;-2,337;-0,365;-1,724;23,793
"lourd";-1,534;-0,148;3,257;-1,863;0,812;-0,01
"loisir";0,221;0,144;0,67;3,457;-1,724;-2,888
"list";0,282;3,232;-0,973;-0,846;0,634;-1,203
"limité";-0,17;-0,23;-0,557;1,077;1,871;-0,938
"lanterne";-1,534;-1,643;-2,142;-0,257;-3,605;36,067
"jules";-0,17;-1,793;-2,337;46,054;-1,724;-2,888
"jpg";-1,395;-0,079;0,101;-1,693;6,73;-0,564
"isoler";-1,674;-1,793;0,67;-2,032;0,487;3,82
"intégralement";-1,534;-1,643;-0,418;-1,863;5,295;2,034
"inspiration";-1,534;-1,643;0,029;21,518;-0,249;-2,647
"initial";-1,115;-0,002;-1,558;-1,354;0,711;4,805
"inconvénient";-1,534;-1,643;18,114;-1,863;0,812;-2,647
"improvisation";-1,395;-1,494;-1,947;59,189;-3,277;-2,406
"imiter";-0,17;-1,793;-0,557;12,261;-3,933;1,498
"iii";0,221;-1,793;-2,337;-0,365;16,39;-2,888
"henri";15,975;-1,793;-2,337;0,047;0,487;-2,888
"graveur";-0,17;-1,793;-2,337;-0,365;-0,413;17,197
"fusion";-0,17;14,572;-2,337;-2,032;0,001;-0,057
"fur_et_à_mesure";0,364;5,328;-0,418;-0,257;0,04;-2,647
"foyer";-0,101;0,263;-0,418;1,46;-3,605;2,034
"forêt";2,323;-1,643;-2,142;-1,863;-3,605;20,062
"folklore";-0,046;-1,494;1,381;10,215;-1,158;-2,406
"foire";5,979;0,263;-2,142;-1,863;-1,437;2,034
"fac_similé";-0,17;0,144;-2,337;-2,032;7,334;-0,057
"externe";-1,534;-0,148;3,257;-1,863;5,295;-2,647
"exclure";4,988;-0,23;-0,557;-0,365;0,001;-0,057
"enluminure";-0,046;-1,494;-1,947;0,248;-1,158;10,573
"empreinte";-1,395;-1,494;-1,947;-0,161;-1,158;23,547
"empereur";-1,534;-0,148;-2,142;30,211;-3,605;-0,01
"détacher";-0,101;-1,643;6,874;-1,863;0,04;-0,01
"délicat";-1,255;-1,344;5,24;0,438;-2,949;1,123
"drame";-1,674;-1,793;-2,337;7,184;-3,933;11,67
"différencier";-0,101;0,263;-0,418;-1,863;0,812;0,439
"dialogue";-1,395;-0,079;-0,29;5,275;-1,158;0,723
"curieux";9,704;-0,23;-2,337;3,457;-0,413;-2,888
"croix";-0,046;2,565;-1,947;-1,693;0,154;0,723
"coucher";-1,534;-1,643;-2,142;-0,257;-1,437;27,482
"coquille";-0,046;-1,494;-1,947;-1,693;-3,277;31,957
"convaincre";-1,395;-1,494;0,101;24,95;-3,277;-0,564
"conformément";-0,101;0,263;3,257;0,123;-0,249;-2,647
"compagnie";56,61;-0,23;-2,337;-2,032;-3,933;-0,938
"combiné";-1,395;-0,079;-1,947;-1,693;6,73;0,723
"coller";-1,534;-1,643;-2,142;-1,863;2,564;8,717
"clef";-1,534;-1,643;-2,142;0,123;-1,437;20,062
"ciel";-1,534;-1,643;-2,142;4,268;-3,605;13,807
"chronologie";-1,674;-0,23;-0,557;0,047;11,413;-2,888
"chaîne";0,221;4,404;-0,557;-2,032;-1,724;1,498
"canada";33,182;1,535;-2,337;-2,032;-3,933;-0,938
"cacher";-1,115;-1,195;-0,084;0,718;0,001;1,683
"brillant";-0,101;-1,643;0,029;0,123;-3,605;8,717
"borne";-1,534;-0,148;6,874;0,123;-1,437;-0,01
"bilan";-0,046;12,14;-1,947;0,248;-0,117;-2,406
"autriche";56,61;0,144;-2,337;-2,032;-3,933;-2,888
"attirer";0,364;-1,643;-2,142;8,547;-3,605;2,034
"assimilation";-0,836;-0,896;1,28;0,023;-0,206;0,748
"articulation";-0,836;-0,896;-1,168;23,012;-1,965;-0,028
"arbre";-0,046;-0,079;-1,947;-1,693;0,154;6,008
"appréciation";2,323;-1,643;6,874;-1,863;0,04;-2,647
"approfondir";-1,674;4,404;15,584;-2,032;-1,724;-2,888
"approcher";-1,115;-1,195;-0,084;0,718;-0,637;4,805
"annotation";-1,395;-1,494;4,13;-1,693;0,154;0,723
"anatomie";-0,976;0,011;-0,021;-1,185;8,248;-1,684
"albert";0,564;-1,494;-1,947;16,774;-1,158;-0,564
"absorber";-0,101;-1,643;6,874;-0,257;-1,437;0,439
"étalage";18,378;-0,148;0,029;-1,863;-0,249;-2,647
"éphémère";-0,101;-1,643;6,874;-1,863;-0,249;0,439
"émaner";5,979;0,263;-0,418;-0,257;-1,437;-0,01
"éloquence";-0,976;-1,045;-1,363;41,419;-2,293;-1,684
"écouter";-1,395;-1,494;-1,947;34,745;-3,277;0,002
"zeitung";29,4;-0,002;-1,558;-1,354;-0,637;-1,925
"xxe";-0,01;-1,344;-1,752;2,592;-0,89;3,623
"végétal";-0,697;-0,746;-0,973;-0,846;-0,058;11,767
"voltaire";-1,534;-1,643;-2,142;4,268;5,295;-0,746
"voeu";-1,534;46,185;-2,142;-1,863;-0,249;-2,647
"visage";-0,01;-1,344;0,233;-1,524;-2,949;12,894
"vibration";-1,395;-1,494;-1,947;-1,693;-3,277;41,648
"utilisable";-1,395;-0,079;-1,947;-1,693;-1,158;23,547
"téléphonique";5,979;-1,643;-2,142;-0,257;-1,437;4,793
"turc";-1,395;-1,494;-1,947;0,248;-3,277;23,547
"trouble";-1,534;-0,148;3,257;-0,257;-0,249;0,439
"triple";-0,101;0,263;3,257;-1,863;-0,249;-0,01
"tribune";0,564;-1,494;-1,947;16,774;-3,277;0,002
"transparent";-1,255;-0,028;-1,752;-1,524;-2,949;27,86
"tragédie";-1,534;-1,643;-2,142;14,297;-3,605;4,793
"thomas";-1,395;-1,494;-0,29;10,215;-0,117;0,002
"terrestre";-1,255;-1,344;-1,752;-0,082;-2,949;27,86
"tarder";0,364;-0,148;6,874;1,46;-3,605;-2,647
"sûreté";1,217;4,259;-0,084;-1,354;0,001;-1,925
"sélectionner";-1,115;-1,195;-1,558;-1,354;0,711;9,529
"sélection";-0,046;-1,494;4,13;-1,693;1,268;-0,564
"susciter";-0,01;0,68;1,921;-0,082;-2,949;0,047
"suprême";-1,534;-0,148;11,826;1,46;-3,605;-0,746
"standardiser";-1,534;-0,148;0,029;-1,863;2,564;0,439
"standard";0,839;-0,028;-1,752;-1,524;0,365;1,123
"souci";-1,395;-1,494;-1,947;10,215;-0,117;0,723
"soleil";-1,534;-1,643;-2,142;-0,257;-3,605;36,067
"simplicité";-1,255;-1,344;1,921;2,592;-0,89;0,047
"satisfaction";-1,534;-1,643;6,874;8,547;-1,437;-2,647
"réédition";7,195;-1,494;-1,947;-1,693;3,46;-0,564
